oferta,precio,mts,bathrooms,recamaras,lat,lon,fuente,fecha_consulta,precio_m2
ph con roof garden privado rio niagara cuauhtemoc.,8500000.0,182.0,2.0,2.0,19.4284546,-99.1709021,easyaviso,2025-05-09 13:25:53.299823,46703.296703296706
departamento a estrenar en venta sobre guadalquivir  cuauhtemoc cdmx,5052570.0,72.99,2.0,2.0,19.4321765,-99.1717473,easyaviso,2025-05-09 13:25:53.299823,69222.77024249898
invierte en un loft para renta en airbnb,1836000.0,25.0,,,19.4078996131,-99.1449033258,easyaviso,2025-05-09 13:25:53.299823,73440.0
departamento en preventa en colonia cuauhtemoc,5842500.0,75.0,2.0,2.0,19.4354119,-99.1682157,easyaviso,2025-05-09 13:25:53.299823,77900.0
departamento en venta con amplios espacios en veronica anzures,5900000.0,157.0,2.0,3.0,19.4335258,-99.1732612,easyaviso,2025-05-09 13:25:53.299823,37579.61783439491
departamento venta col. cuauhtemoc,5400000.0,67.0,2.0,2.0,19.4286428,-99.1718132,easyaviso,2025-05-09 13:25:53.299823,80597.01492537314
departamento en venta col. cuauhtemoc,11000000.0,200.0,2.0,3.0,19.4325978,-99.1636664,easyaviso,2025-05-09 13:25:53.299823,55000.0
venta departamento en col. san rafael cuauhtemoc,3750000.0,65.59,,2.0,19.4070619,-99.1247393,easyaviso,2025-05-09 13:25:53.299823,57173.34959597499
preventa de suites y depas de lujo a 5 min de polanco,2137472.0,33.0,,,19.4347,-99.171,easyaviso,2025-05-09 13:25:53.299823,64771.878787878784
departamento en begrand col. anahuac del. miguel hidalgo,6700000.0,98.0,2.0,2.0,19.4446183,-99.1812529,easyaviso,2025-05-09 13:25:53.299823,68367.3469387755
departamento parques plaza nuevo polanco,9800000.0,122.0,2.0,3.0,19.4394119,-99.1781599,easyaviso,2025-05-09 13:25:53.299823,80327.86885245901
departamento en preventa a una cuadra de reforma rio papaloapan 19201,6566760.0,75.0,2.0,2.0,19.4296229,-99.1653226,easyaviso,2025-05-09 13:25:53.299823,87556.8
departamento en preventa a una cuadra de reforma rio papaloapan 19202,6511680.0,74.5,2.0,2.0,19.4296229,-99.1653226,easyaviso,2025-05-09 13:25:53.299823,87405.10067114094
departamento en rio guadalquivir cuahutemoc  cdmx,6900000.0,75.9,2.0,2.0,19.4292751,-99.1705033,easyaviso,2025-05-09 13:25:53.299823,90909.0909090909
departamento en rio guadalquivir cuahutemoc  cdmx,5052570.0,72.0,2.0,2.0,19.4292751,-99.1705033,easyaviso,2025-05-09 13:25:53.299823,70174.58333333333
departamento en en venta en  torre carso,5850000.0,89.0,,2.0,19.4276061,-99.1608372,easyaviso,2025-05-09 13:25:53.299823,65730.33707865169
departamentos rio guadiana  cuauhtemoc,5300000.0,86.0,2.0,,19.4328109,-99.1607492,easyaviso,2025-05-09 13:25:53.299823,61627.90697674418
departamento en venta en rio danubio cuauhtemoc,4800000.0,84.0,2.0,2.0,19.4300115,-99.1674328,easyaviso,2025-05-09 13:25:53.299823,57142.857142857145
preventa depto en col cuauhtemoc,4750000.0,68.26,,,19.4300507,-99.1721338,easyaviso,2025-05-09 13:25:53.299823,69586.87371813653
departamento en venta colonia cuauhtemoc,5600000.0,70.0,2.0,2.0,19.4306118,-99.1628482,easyaviso,2025-05-09 13:25:53.299823,80000.0
departamento en preventa con excelente ubicacion el la col. san rafael,3687414.0,55.65,2.0,2.0,19.4432445,-99.1591588,easyaviso,2025-05-09 13:25:53.299823,66260.80862533693
venta  departamento ph en colonia cuauhtemoc,10500000.0,177.0,2.0,3.0,19.4312007,-99.1690176,easyaviso,2025-05-09 13:25:53.299823,59322.03389830508
preventa departamento colonia  san rafael alcaldia cuahtemoc,7611240.0,148.0,2.0,3.0,19.4373262,-99.1617888,easyaviso,2025-05-09 13:25:53.299823,51427.2972972973
departamento en miguel hidalgo no pierdas la oportunidad de comprar,681300.0,68.0,2.0,2.0,19.4415231,-99.1746562,easyaviso,2025-05-09 13:25:53.299823,10019.117647058823
departamento en venta en st regis,64320960.0,189.0,2.0,2.0,19.4256427,-99.172342,easyaviso,2025-05-09 13:25:53.299823,340322.5396825397
departamento en preventa rio papaloapan 19 al lado de reforma,6431100.0,75.0,2.0,2.0,19.4296229,-99.1653226,easyaviso,2025-05-09 13:25:53.299823,85748.0
departamento en venta   the ritzcarlton,23389440.0,80.0,,,19.4240425,-99.1757592,easyaviso,2025-05-09 13:25:53.299823,292368.0
cuauhtemocdepartamentoventacdmx,5737100.0,70.03,2.0,2.0,19.4317093,-99.1659514,easyaviso,2025-05-09 13:25:53.299823,81923.46137369699
cuauhtemocdepartamentoventacdmx,5726800.0,70.03,2.0,2.0,19.4317093,-99.1659514,easyaviso,2025-05-09 13:25:53.299823,81776.38155076395
cuauhtemocdepartamento ventacdmx,5623800.0,70.12,2.0,2.0,19.4317093,-99.1659514,easyaviso,2025-05-09 13:25:53.299823,80202.50998288648
departamento en venta en san rafael,5991034.0,108.0,2.0,2.0,19.4373575,-99.1641888,easyaviso,2025-05-09 13:25:53.299823,55472.53703703704
departamento de ritz carlton,18029360.0,60.0,,,19.423797,-99.1756078,easyaviso,2025-05-09 13:25:53.299823,300489.3333333333
vendo amplio departamento en cdmx,4300000.0,159.0,,3.0,19.4347439,-99.1585234,easyaviso,2025-05-09 13:25:53.299823,27044.025157232703
departamento en rio tiber  cuauhtemoc,4350000.0,89.0,2.0,2.0,19.4306406,-99.1695675,easyaviso,2025-05-09 13:25:53.299823,48876.40449438202
preventa de depto en col san rafael,2988808.0,40.0,,,19.4374624,-99.1618411,easyaviso,2025-05-09 13:25:53.299823,74720.2
departamento en venta en serapio rendon 21  colonia san rafael,4890000.0,71.6,,2.0,19.4397643,-99.1591613,easyaviso,2025-05-09 13:25:53.299823,68296.08938547487
departamento en venta rio rhin colonia cuauhtemoc ciudad de mexico.,5900000.0,70.0,2.0,2.0,19.4310044,-99.1650972,easyaviso,2025-05-09 13:25:53.299823,84285.71428571429
departamento cuauhtemoc  reforma,6000000.0,81.32,2.0,2.0,19.4319934212,-99.1654086156,easyaviso,2025-05-09 13:25:53.299823,73782.58730939499
departamentos en venta rio nazas 185,5300000.0,52.6,,,19.4300507,-99.1721338,easyaviso,2025-05-09 13:25:53.299823,100760.45627376426
departamento de st. regis,37033280.0,189.0,2.0,2.0,19.4256427,-99.172342,easyaviso,2025-05-09 13:25:53.299823,195943.28042328043
super depa remodelado y amueblado en plaza grijalva,6400000.0,98.0,2.0,2.0,19.4301322,-99.1691413,easyaviso,2025-05-09 13:25:53.299823,65306.12244897959
departamentos rio papaloapan  cuauhtemoc,6583080.0,75.0,2.0,2.0,19.4295694,-99.1650953,easyaviso,2025-05-09 13:25:53.299823,87774.4
nuevo departamento en venta col. cuauhtemoc,5975000.0,70.0,2.0,2.0,19.4310044,-99.1650972,easyaviso,2025-05-09 13:25:53.299823,85357.14285714286
edificio  col. san rafael cuauhtemoc cuidad de mexico.,110000000.0,400.0,5.0,10.0,19.4415975,-99.1654649,easyaviso,2025-05-09 13:25:53.299823,275000.0
desarrollo en san rafael,5514600.0,97.0,2.0,2.0,19.4373262,-99.1617888,easyaviso,2025-05-09 13:25:53.299823,56851.54639175258
departamentos en venta en col. san rafael. cuauhtemoc. cdmx.,5380000.0,107.0,2.0,2.0,19.4373575,-99.1641888,easyaviso,2025-05-09 13:25:53.299823,50280.3738317757
venta departamento en colonia cuauhtemoc,4950000.0,90.0,2.0,2.0,19.4301322,-99.1691413,easyaviso,2025-05-09 13:25:53.299823,55000.0
departamento en venta en colonia cuauhtemoc,6700000.0,90.0,2.0,2.0,19.4291907,-99.1702334,easyaviso,2025-05-09 13:25:53.299823,74444.44444444444
departamento en venta en chapultepec uno r509,19668043.6576,73.32,,,19.4240913133,-99.1758102208,easyaviso,2025-05-09 13:25:53.299823,268249.36794326245
departamento de 2 recamaras en venta en chapultepec uno r509,30624164.1248,112.29,2.0,2.0,19.423797,-99.1756078,easyaviso,2025-05-09 13:25:53.299823,272723.8767904533
departamento en venta en avenida paseo de la reforma 439 cuauhtemoc cdmx,31696000.0,183.0,3.0,2.0,19.4254105,-99.1721848,easyaviso,2025-05-09 13:25:53.299823,173202.18579234972
departamento en muy buena ubicacion atras de la torre mayor,8700000.0,190.0,2.0,2.0,19.4262236,-99.1733693,easyaviso,2025-05-09 13:25:53.299823,45789.47368421053
departamento venta cuauhtemoc rio elba rdv599485,6690000.0,116.5,,2.0,19.4260089,-99.1755645,easyaviso,2025-05-09 13:25:53.299823,57424.892703862664
departamento venta en 2 niveles cuauhtemoc rio elba rdv599491,8390000.0,163.5,2.0,3.0,19.4260089,-99.1755645,easyaviso,2025-05-09 13:25:53.299823,51314.98470948012
departamento venta cuauhtemoc rio elba rdv599479,4940000.0,86.5,,2.0,19.4260089,-99.1755645,easyaviso,2025-05-09 13:25:53.299823,57109.826589595374
depa venta  nuevo precio increible,8850000.0,85.0,2.0,2.0,19.4301322,-99.1691413,easyaviso,2025-05-09 13:25:53.299823,104117.64705882352
hermoso desarrollo  en rio rhin entre reforma y parque sullivan,6432000.0,92.0,2.0,2.0,19.4317498,-99.1652508,easyaviso,2025-05-09 13:25:53.299823,69913.04347826086
hermoso desarrollo  en rio rhin entre reforma y parque sullivan,5465000.0,77.0,2.0,2.0,19.4317498,-99.1652508,easyaviso,2025-05-09 13:25:53.299823,70974.02597402598
departamento venta 2 terrazas cuauhtemoc,6990000.0,111.0,2.0,2.0,19.4319434,-99.1678492,easyaviso,2025-05-09 13:25:53.299823,62972.97297297297
increible departamento en venta polanco,4350500.0,80.0,2.0,2.0,19.4435865,-99.1935125,easyaviso,2025-05-09 13:25:53.299823,54381.25
departamento venta rosas moreno san rafael,4903253.0,111.0,2.0,2.0,19.4371305,-99.1620879,easyaviso,2025-05-09 13:25:53.299823,44173.45045045045
cuauhtemoc departamento en venta,5052570.0,72.99,2.0,2.0,19.4321765,-99.1717473,easyaviso,2025-05-09 13:25:53.299823,69222.77024249898
venta departamento gabino barreda san rafael,6080452.0,113.0,2.0,2.0,19.4389929,-99.1635993,easyaviso,2025-05-09 13:25:53.299823,53809.30973451328
venta departamentos en la san rafael,5252000.0,112.0,2.0,2.0,19.4383262,-99.1607888,easyaviso,2025-05-09 13:25:53.299823,46892.857142857145
departamento en venta en paseo de reforma,18817701.0752,65.18,,,19.4273694,-99.1684647,easyaviso,2025-05-09 13:25:53.299823,288703.6065541577
departamento en venta en paseo de reforma,31504211.296,117.03,2.0,,19.4273694,-99.1684647,easyaviso,2025-05-09 13:25:53.299823,269197.7381526104
departamento en venta en paseo de reforma,19133049.2,70.68,,,19.4273694,-99.1684647,easyaviso,2025-05-09 13:25:53.299823,270699.62082625914
departamento en venta en paseo de reforma,30624164.1248,112.29,2.0,,19.4273694,-99.1684647,easyaviso,2025-05-09 13:25:53.299823,272723.8767904533
departamento en venta en paseo de reforma,19668043.6576,73.32,,,19.4273694,-99.1684647,easyaviso,2025-05-09 13:25:53.299823,268249.36794326245
departamento en venta en paseo de reforma,30674003.1232,113.01,2.0,,19.4273694,-99.1684647,easyaviso,2025-05-09 13:25:53.299823,271427.3349544288
departamento en venta en paseo de reforma,19998965.251199998,74.61,,,19.4273694,-99.1684647,easyaviso,2025-05-09 13:25:53.299823,268046.7129232006
cuauhtemoc departamento con terraza en venta,6317500.0,76.0,2.0,2.0,19.4340024,-99.1698862,easyaviso,2025-05-09 13:25:53.299823,83125.0
vivir en la  san rafael  es bellisimo depas  desde  2506000,2981000.0,51.94,2.0,2.0,19.4373201,-99.1617645,easyaviso,2025-05-09 13:25:53.299823,57393.145937620335
departamento en rio rhin,5900000.0,84.0,2.0,2.0,19.4317498,-99.1652508,easyaviso,2025-05-09 13:25:53.299823,70238.09523809524
exclusiva preventa de departamentos en san rafael,2185575.0,37.87,,,19.4381826,-99.1626277,easyaviso,2025-05-09 13:25:53.299823,57712.56931608133
departamento en venta en cuauhtemoc cerca de paseo de la reforma,5000000.0,75.0,2.0,2.0,19.4320969,-99.1629112,easyaviso,2025-05-09 13:25:53.299823,66666.66666666667
departamento en venta en be grand reforma.,8990000.0,97.0,2.0,2.0,19.434631,-99.1535239,easyaviso,2025-05-09 13:25:53.299823,92680.41237113402
departamento en venta colonia tlaxpana,2800000.0,55.0,,2.0,19.4415302,-99.1698747,easyaviso,2025-05-09 13:25:53.299823,50909.09090909091
departamentos en venta gabino barreda,5116800.0,110.0,2.0,2.0,19.4373575,-99.1641888,easyaviso,2025-05-09 13:25:53.299823,46516.36363636364
departamento venta col. san rafael,2300000.0,30.66,,,19.4373262,-99.1617888,easyaviso,2025-05-09 13:25:53.299823,75016.30789302022
departamento en venta  en col san rafael de 95 m2,7129000.0,95.0,2.0,2.0,19.4364755,-99.1583026,easyaviso,2025-05-09 13:25:53.299823,75042.1052631579
venta de departamento en la colonia anahuac miguel hidalgo,3300000.0,70.0,,2.0,19.4432475,-99.1709172,easyaviso,2025-05-09 13:25:53.299823,47142.857142857145
cuauhtemoc departamento en venta cuauhtemoc cdmx,5465000.0,71.0,2.0,2.0,19.4287498,-99.1682508,easyaviso,2025-05-09 13:25:53.299823,76971.8309859155
cuauhtemoc departamento en venta cuauhtemoc cdmx,6220000.0,89.0,2.0,2.0,19.4317498,-99.1652508,easyaviso,2025-05-09 13:25:53.299823,69887.6404494382
cuauhtemoc departamento en venta cuauhtemoc cdmx,6432000.0,86.0,2.0,2.0,19.4327498,-99.1642508,easyaviso,2025-05-09 13:25:53.299823,74790.69767441861
cuauhtemoc departamento en venta cuauhtemoc cdmx,5685000.0,71.0,2.0,2.0,19.4337498,-99.1632508,easyaviso,2025-05-09 13:25:53.299823,80070.42253521127
cuauhtemoc departamento en venta cuauhtemoc cdmx,6485000.0,89.0,2.0,2.0,19.4287498,-99.1682508,easyaviso,2025-05-09 13:25:53.299823,72865.16853932584
departamento en venta en sky view polanco miguel hidalgo,5950000.0,110.0,2.0,2.0,19.4373402,-99.180431,easyaviso,2025-05-09 13:25:53.299823,54090.90909090909
park san rafael preventa de departamentos,2458710.0,34.0,,,19.4373201,-99.1617645,easyaviso,2025-05-09 13:25:53.299823,72315.0
preventa de departamento en schultz 81 san rafael. 204,3998500.0,51.8,,,19.4371896,-99.1610856,easyaviso,2025-05-09 13:25:53.299823,77191.11969111969
desarrollo a estrenar cerca de reforma,5238000.0,78.0,2.0,2.0,19.4321765,-99.1717473,easyaviso,2025-05-09 13:25:53.299823,67153.84615384616
departamento venta rio rhin cuauhtemoc,6485000.0,96.0,2.0,2.0,19.4317498,-99.1652508,easyaviso,2025-05-09 13:25:53.299823,67552.08333333333
departamento en venta veronica anzures,5800000.0,118.0,,3.0,19.434715057,-99.1753542423,easyaviso,2025-05-09 13:25:53.299823,49152.542372881355
deptos venta aaa en paseo reforma ritz carlton,15300592.0,73.0,,,19.4240425,-99.1757592,easyaviso,2025-05-09 13:25:53.299823,209597.15068493152
departamento en venta en reforma 77,14994000.0,168.0,,,19.4338615,-99.1549748,easyaviso,2025-05-09 13:25:53.299823,89250.0
preventa de departamentos en  la colonia san rafael cuauhtemoc cdmx.,2607619.0,34.0,,,19.4394624,-99.1598411,easyaviso,2025-05-09 13:25:53.299823,76694.67647058824
departamento en miguel hidalgo no pierdas la oportunidad,1365000.0,120.0,2.0,3.0,19.4466598,-99.1724433,easyaviso,2025-05-09 13:25:53.299823,11375.0
se vende bonito departamento en la san rafael,3800000.0,59.6,,2.0,19.4401419,-99.163257,easyaviso,2025-05-09 13:25:53.299823,63758.38926174497
se vende bonito departamento en la san rafael,4300000.0,75.33,,,19.4401419,-99.163257,easyaviso,2025-05-09 13:25:53.299823,57082.17177751228
departamento en venta en reforma  ritz carlton,30674003.1232,113.01,2.0,2.0,19.4240425,-99.1757592,easyaviso,2025-05-09 13:25:53.299823,271427.3349544288
departamento en venta en reforma  ritz carlton,30624164.1248,112.29,2.0,2.0,19.4240425,-99.1757592,easyaviso,2025-05-09 13:25:53.299823,272723.8767904533
departamento en venta en reforma  ritz carlton,19133049.2,70.68,,,19.4240425,-99.1757592,easyaviso,2025-05-09 13:25:53.299823,270699.62082625914
departamento ph venta  cuauhtemoc,9400000.0,220.0,2.0,3.0,19.4301671,-99.1670868,easyaviso,2025-05-09 13:25:53.299823,42727.27272727273
calle reforma. regis residences en venta,35084160.0,190.0,2.0,2.0,19.4273694,-99.1684647,easyaviso,2025-05-09 13:25:53.299823,184653.47368421053
departamento roof privado en cuauhtemoc 147m2 preventa 2 recamaras,7250000.0,146.87,2.0,2.0,19.4284782,-99.1727085,easyaviso,2025-05-09 13:25:53.299823,49363.382583236875
departamento con terraza en cuauhtemoc 105m2 preventa 2 recamaras,6700000.0,104.76,2.0,2.0,19.4294782,-99.1717085,easyaviso,2025-05-09 13:25:53.299823,63955.70828560519
departamento en venta en torre union bahia de san hipolito anahuac,3200000.0,74.0,2.0,2.0,19.4402624,-99.1765675,easyaviso,2025-05-09 13:25:53.299823,43243.24324324324
estrena departamento en rio panuco 53,6048132.0,70.0,2.0,2.0,19.4316411,-99.1654733,easyaviso,2025-05-09 13:25:53.299823,86401.88571428572
exclusivo pent house de dos niveles en la colonia cucuhtemoc,8800000.0,142.0,,,19.4310705,-99.1708389,easyaviso,2025-05-09 13:25:53.299823,61971.83098591549
residencias ritz carlton 5001,73092000.0,266.0,2.0,2.0,19.4240425,-99.1757592,easyaviso,2025-05-09 13:25:53.299823,274781.954887218
departamento en venta en la col. san rafael alcaldia cuauhtemoc,9470000.0,135.0,3.0,3.0,19.4373262,-99.1617888,easyaviso,2025-05-09 13:25:53.299823,70148.14814814815
departamento en venta en la col. san rafael alcaldia cuauhtemoc,8300000.0,116.0,2.0,3.0,19.4373262,-99.1617888,easyaviso,2025-05-09 13:25:53.299823,71551.72413793103
departamento en col. anahuac miguel hidalgo,3200000.0,74.0,2.0,2.0,19.440008,-99.1767939,easyaviso,2025-05-09 13:25:53.299823,43243.24324324324
venta departamento nuevo en cuauhtemoc  junto a reforma centro zona rosa,5975000.0,70.0,2.0,2.0,19.4308577,-99.1650076,easyaviso,2025-05-09 13:25:53.299823,85357.14285714286
departamento de 2 recamaas de dos pisos en cuauthemoc cdmx,7200000.0,139.0,2.0,2.0,19.4297445,-99.171501,easyaviso,2025-05-09 13:25:53.299823,51798.561151079135
departamento en venta en cuauhtemoc,8390000.0,163.5,2.0,3.0,19.4260089,-99.1755645,easyaviso,2025-05-09 13:25:53.299823,51314.98470948012
departamento en venta en cuauhtemoc,6690000.0,116.5,,2.0,19.4260089,-99.1755645,easyaviso,2025-05-09 13:25:53.299823,57424.892703862664
departamento en venta en cuauhtemoc,4940000.0,86.5,,2.0,19.4260089,-99.1755645,easyaviso,2025-05-09 13:25:53.299823,57109.826589595374
departamento nuevo en venta en la san rafael,6399250.0,116.0,3.0,3.0,19.4351447,-99.1591342,easyaviso,2025-05-09 13:25:53.299823,55165.94827586207
preventa de departamentos en el corazon de cuauhtemoc,7194058.0,100.0,2.0,2.0,19.4291322,-99.1701413,easyaviso,2025-05-09 13:25:53.299823,71940.58
mvt  venta de departamento en colonia anahuac miguel hidalgo,3406000.0,62.0,2.0,2.0,19.4477962,-99.1745496,easyaviso,2025-05-09 13:25:53.299823,54935.48387096774
departamento en venta colonia cuauhtemoc,8500000.0,195.0,,2.0,19.4308061,-99.1660596,easyaviso,2025-05-09 13:25:53.299823,43589.743589743586
departamento en st. regis mexico,36058720.0,183.0,3.0,2.0,19.4257018181,-99.1721126521,easyaviso,2025-05-09 13:25:53.299823,197042.18579234972
departamento  en escandon 95 mts2,6551000.0,95.0,,2.0,19.4301322,-99.1691413,easyaviso,2025-05-09 13:25:53.299823,68957.8947368421
compra departameto privada  monterrey col. roma. escrituracion,5330000.0,62.0,,,19.4131264,-99.1628781,easyaviso,2025-05-09 13:25:53.299823,85967.74193548386
compra departamentoprivada  monterrey col. roma,5090000.0,62.0,,,19.4131264,-99.1628781,easyaviso,2025-05-09 13:25:53.299823,82096.7741935484
compra departamento en privada  monterrey col. roma. escrituracion gratis,5010000.0,62.0,,,19.4131264,-99.1628781,easyaviso,2025-05-09 13:25:53.299823,80806.45161290323
compra departamento privada  monterrey col. roma. escrituracion gratis,4860000.0,62.0,,,19.4131264,-99.1628781,easyaviso,2025-05-09 13:25:53.299823,78387.09677419355
st regis vendo departamento paseo de la reforma,37033280.0,180.0,2.0,2.0,19.4256427,-99.172342,easyaviso,2025-05-09 13:25:53.299823,205740.44444444444
departamento en venta en cuauhtemoc,7329500.0,103.0,2.0,2.0,19.4301322,-99.1691413,easyaviso,2025-05-09 13:25:53.299823,71160.19417475729
excelente departamento en cuauhtemoc,5450000.0,100.0,,,19.4301322,-99.1691413,easyaviso,2025-05-09 13:25:53.299823,54500.0
venta de departamento en la colonia cuauhtemoc,4899000.0,68.0,2.0,2.0,19.4313378,-99.1683083,easyaviso,2025-05-09 13:25:53.299823,72044.11764705883
venta de departamento en colonia cuauhtemoc cuauhtemoc,6690000.0,116.5,,3.0,19.4260390517,-99.1754347088,easyaviso,2025-05-09 13:25:53.299823,57424.892703862664
venta de penthouse en colonia cuauhtemoc cuauhtemoc,8390000.0,163.5,2.0,3.0,19.4260390517,-99.1754347088,easyaviso,2025-05-09 13:25:53.299823,51314.98470948012
departamentos en venta con balcon o roof privado san rafael,5865143.0,84.0,2.0,2.0,19.4387066,-99.1624544,easyaviso,2025-05-09 13:25:53.299823,69823.13095238095
departamento venta san rafael,4954920.0,83.49,2.0,2.0,19.4378137,-99.157614,easyaviso,2025-05-09 13:25:53.299823,59347.46676248653
rio panuco 65,5510500.0,70.12,2.0,2.0,19.4317093,-99.1659514,easyaviso,2025-05-09 13:25:53.299823,78586.70849971478
departamentos en venta en uno de los mejores edificios de reforma,31504211.296,96.11,,,19.4301322,-99.1691413,easyaviso,2025-05-09 13:25:53.299823,327793.2712100718
preventa de departamentos en san rafael cuauhtemoc cdmx,3635700.0,61.0,2.0,2.0,19.4324665,-99.1679706,easyaviso,2025-05-09 13:25:53.299823,59601.639344262294
venta departamento en la col. cuauhtemoc a 2 calles de reforma  diana,5200000.0,90.0,2.0,2.0,19.3003398,-99.0765175,easyaviso,2025-05-09 13:25:53.299823,57777.77777777778
departamento con terraza en la san rafael,3918800.0,72.0,,,19.4374518282,-99.1617608033,easyaviso,2025-05-09 13:25:53.299823,54427.77777777778
departamento en venta en veronica anzures,5800000.0,118.0,,3.0,19.434797,-99.1754045,easyaviso,2025-05-09 13:25:53.299823,49152.542372881355
desarrollo en rio rhin,6210400.0,77.13,2.0,2.0,19.4301322,-99.1691413,easyaviso,2025-05-09 13:25:53.299823,80518.6049526773
desarrollo en guadalquivir,9437730.0,182.82,2.0,2.0,19.4301322,-99.1691413,easyaviso,2025-05-09 13:25:53.299823,51623.071873974404
rio guadalquivir  angel de la independencia,9991800.0,,2.0,2.0,19.4278057,-99.1695113,easyaviso,2025-05-09 13:25:53.299823,
estrena depa a diez minutos de polanco,3142530.0,73.67,,2.0,19.4467584,-99.1882937,easyaviso,2025-05-09 13:25:53.299823,42656.848106420526
edificio residencial y de oficinas  anzures,8775000.0,138.0,2.0,2.0,19.4337133,-99.1727421,easyaviso,2025-05-09 13:25:53.299823,63586.95652173913
suite en venta en hotel st. regis,20000000.0,120.0,,,19.4256427,-99.172342,easyaviso,2025-05-09 13:25:53.299823,166666.66666666666
venta derechos litigiosos departamento 90m2 a unas cuadras del angel y reforma,2500000.0,90.0,2.0,2.0,19.4310793,-99.1720284,easyaviso,2025-05-09 13:25:53.299823,27777.777777777777
bonito departamento de 2 recamaras en col. tlaxpana,1800000.0,57.0,,2.0,19.4430532,-99.1687628,easyaviso,2025-05-09 13:25:53.299823,31578.947368421053
remate depa en san rafael cuauhtemoc aprovecha hoy,750000.0,90.0,,3.0,19.4425845,-99.1639632,easyaviso,2025-05-09 13:25:53.299823,8333.333333333334
departamento en preventa en cuauhtemoc,5906729.0,60.64,,,19.4354043,-99.1578711,easyaviso,2025-05-09 13:25:53.299823,97406.4808707124
departamento en venta en col. cuauhtemoc cdmx,5053000.0,72.99,2.0,2.0,19.4317746,-99.1716892,easyaviso,2025-05-09 13:25:53.299823,69228.66146047405
depas tipo loft  preventa dic 2025 san rafael amenidades.,2680000.0,36.0,,,19.4384624,-99.1608411,easyaviso,2025-05-09 13:25:53.299823,74444.44444444444
distum depas  2  excelente departamento en venta de entrega inmediata,6484275.0,96.0,2.0,3.0,19.4382863,-99.1727708,easyaviso,2025-05-09 13:25:53.299823,67544.53125
departamento preventa park san rafael cuauhtemoc,3918800.0,72.0,,,19.4373201,-99.1617645,easyaviso,2025-05-09 13:25:53.299823,54427.77777777778
departamento preventa park san rafael cuauhtemoc,3152500.0,42.0,,,19.4373201,-99.1617645,easyaviso,2025-05-09 13:25:53.299823,75059.52380952382
departamento miguel hidalgo lago atter excelente oportunidad,850000.0,50.0,,2.0,19.4532816,-99.1944809,easyaviso,2025-05-09 13:25:53.299823,17000.0
departamento en venta en la condesa,16500000.0,200.0,2.0,3.0,19.4086882,-99.1769241,easyaviso,2025-05-09 13:25:53.299823,82500.0
estrena departamento en la colonia san rafael,3670000.0,61.0,2.0,2.0,19.4373262,-99.1617888,easyaviso,2025-05-09 13:25:53.299823,60163.934426229505
departamento en venta en cuauhtemoc garden house,6590000.0,107.68,,2.0,19.4285551,-99.1712297,easyaviso,2025-05-09 13:25:53.299823,61199.851411589894
departamento  en venta en rio panuco cuauhtemoc duplex,6300000.0,94.52,,2.0,19.4295551,-99.1702297,easyaviso,2025-05-09 13:25:53.299823,66652.56030469743
departamento en venta en colonia san rafael,2729580.0,36.0,,,19.4341181222,-99.1624903398,easyaviso,2025-05-09 13:25:53.299823,75821.66666666667
departamento en venta en colonia san rafael,4114740.0,35.0,,,19.4341181222,-99.1624903398,easyaviso,2025-05-09 13:25:53.299823,117564.0
departamento en venta en colonia san rafael,4175850.0,37.0,,,19.4341181222,-99.1624903398,easyaviso,2025-05-09 13:25:53.299823,112860.81081081081
veronica anzures departamento venta miguel hidalgo cdmx,4785000.0,120.0,,2.0,19.434797,-99.1754045,easyaviso,2025-05-09 13:25:53.299823,39875.0
departamento en venta en colonia san rafael guillermo prieto,3950000.0,57.28,,2.0,19.4371601,-99.1621779,easyaviso,2025-05-09 13:25:53.299823,68959.4972067039
rio rhin hermoso y funcional departamento a estrenar,6475000.0,70.0,2.0,2.0,19.4310044,-99.1650972,easyaviso,2025-05-09 13:25:53.299823,92500.0
serapio rendon 21 depto en preventa 1 rec. con balcon  roof garden de 77m2,3300000.0,77.0,,,19.438682685,-99.1599498581,easyaviso,2025-05-09 13:25:53.299823,42857.142857142855
serapio rendon 21 depto en preventa 2 rec. con balcon de 71m2,5090000.0,71.6,,2.0,19.4414803865,-99.1568640176,easyaviso,2025-05-09 13:25:53.299823,71089.38547486035
serapio rendon 21 depto en preventa 2 rec. con terraza  roof garden de 104m2,5450000.0,104.0,,2.0,19.4365613653,-99.1618210913,easyaviso,2025-05-09 13:25:53.299823,52403.846153846156
departamento en venta en paseo de la reforma st regis piso 16,64600000.0,271.0,2.0,2.0,19.4256427,-99.172342,easyaviso,2025-05-09 13:25:53.299823,238376.38376383763
increible departamento en venta be grand alto polanco,13900000.0,146.0,2.0,3.0,19.4398738,-99.1831238,easyaviso,2025-05-09 13:25:53.299823,95205.47945205479
estrena departamento en rio panuco super ubicado,5564245.0,70.0,2.0,2.0,19.4316411,-99.1654733,easyaviso,2025-05-09 13:25:53.299823,79489.21428571429
increible inversion en mariano escobedo condo en remate aprovecha,2900000.0,90.0,2.0,2.0,19.4467885,-99.18294,easyaviso,2025-05-09 13:25:53.299823,32222.222222222223
gran inversion remate depa en san rafael cuauhtemoc,502114.0,80.0,,3.0,19.4425845,-99.1639632,easyaviso,2025-05-09 13:25:53.299823,6276.425
