oferta,precio,mts,bathrooms,recamaras,lat,lon,fuente,fecha_consulta,precio_m2
departamento pent house en venta en cuauhtemoc,7200000.0,134.0,2.0,2.0,19.4298684,-99.167721,easyaviso,2025-05-09 13:25:53.299823,53731.34328358209
depa en preventa,3050000.0,39.0,,,19.4373201,-99.1617645,easyaviso,2025-05-09 13:25:53.299823,78205.1282051282
departamento en venta san rafael cuauhtemoc,6600000.0,118.0,2.0,2.0,19.4392199,-99.1646928,easyaviso,2025-05-09 13:25:53.299823,55932.20338983051
departamento en venta en san rafael cuauhtemoc.,3621255.0,57.88,2.0,2.0,19.4373262,-99.1617888,easyaviso,2025-05-09 13:25:53.299823,62564.87560469937
departamento en venta en san rafael alcaldia cuauhtemoc.,3592413.0,55.65,2.0,2.0,19.4373262,-99.1617888,easyaviso,2025-05-09 13:25:53.299823,64553.69272237197
departamento en venta en  san rafael alcaldia cuauhtemoc .,2844821.0,39.95,,,19.4373262,-99.1617888,easyaviso,2025-05-09 13:25:53.299823,71209.53692115143
departamentos en venta en la col. cuauhtemoc,4950000.0,86.5,,2.0,19.4259942,-99.1755924,easyaviso,2025-05-09 13:25:53.299823,57225.43352601156
excelente oportunidad  san rafael,5400000.0,83.0,2.0,2.0,19.4396422145,-99.1672646984,easyaviso,2025-05-09 13:25:53.299823,65060.24096385542
lindo depto ph muy bien ubicado en cuauhtemoc,7800000.0,122.0,3.0,3.0,19.4301322,-99.1691413,easyaviso,2025-05-09 13:25:53.299823,63934.42622950819
departamento en venta veronica anzures miguel hidalgo,4900000.0,147.0,,3.0,19.4370553,-99.1747708,easyaviso,2025-05-09 13:25:53.299823,33333.333333333336
hermoso departamento en venta rio danubio,7600000.0,112.0,2.0,2.0,19.4297419,-99.167303,easyaviso,2025-05-09 13:25:53.299823,67857.14285714286
preventa departamento san rafael,3681348.15,75.28,2.0,2.0,19.4402445,-99.1621588,easyaviso,2025-05-09 13:25:53.299823,48902.07425611052
preventa departamento san rafael,2829744.63,53.8,,2.0,19.4402445,-99.1621588,easyaviso,2025-05-09 13:25:53.299823,52597.483828996286
venta departamento chapultepec uno,35000000.0,108.19,2.0,2.0,19.4237938,-99.1756269,easyaviso,2025-05-09 13:25:53.299823,323504.94500415935
venta de departamento san rafael cuauhtemoc  cdmx.,4057935.0,72.0,,,19.4403262,-99.1587888,easyaviso,2025-05-09 13:25:53.299823,56360.208333333336
preventa de departamento san rafael cuauhtemoc cdmx.,3013150.0,40.0,,,19.4373262,-99.1617888,easyaviso,2025-05-09 13:25:53.299823,75328.75
departamento de entrega inmediata en gutenberg anzures cdmx,8000000.0,132.0,2.0,2.0,19.430731,-99.1757553,easyaviso,2025-05-09 13:25:53.299823,60606.06060606061
venta de departamento colonia cuauhtemoc a unas cuadras de reforma,4850000.0,85.0,2.0,2.0,19.4327407,-99.1634408,easyaviso,2025-05-09 13:25:53.299823,57058.82352941176
departamento en venta en san rafael cdmx,3390000.0,45.0,,,19.4344216486,-99.1588211206,easyaviso,2025-05-09 13:25:53.299823,75333.33333333333
preventa de departamentos en san rafael,2607000.0,36.0,,,19.4354624,-99.1638411,easyaviso,2025-05-09 13:25:53.299823,72416.66666666667
venta departamento colonia cuauhtemoc,4522200.0,74.75,,2.0,19.4347497,-99.1698908,easyaviso,2025-05-09 13:25:53.299823,60497.658862876255
departamento exterior en  marina nacional anzures de 60 m2,4550000.0,60.0,2.0,,19.4376516,-99.1724718,easyaviso,2025-05-09 13:25:53.299823,75833.33333333333
departamento nuevo colonia cuauhtemoc. excelente inversion,5053500.0,73.0,2.0,2.0,19.4321322,-99.1671413,easyaviso,2025-05-09 13:25:53.299823,69226.02739726027
departamento en san rafael,2600000.0,36.0,,,19.4364624,-99.1628411,easyaviso,2025-05-09 13:25:53.299823,72222.22222222222
departamento en venta en cuauhtemoc 2 recamaras,6792500.0,77.5,2.0,2.0,19.4334119,-99.1702157,easyaviso,2025-05-09 13:25:53.299823,87645.16129032258
departamento en rio guadalquivir col cuauhtemoc,6872340.0,90.0,2.0,2.0,19.4292751,-99.1705033,easyaviso,2025-05-09 13:25:53.299823,76359.33333333333
venta  departamento en st.  regis residences,18900000.0,120.0,,,19.4254096,-99.1721919,easyaviso,2025-05-09 13:25:53.299823,157500.0
cuauhtemoc rio lerma departamento con terraza en venta,5650000.0,82.0,2.0,2.0,19.4284411,-99.1690587,easyaviso,2025-05-09 13:25:53.299823,68902.43902439025
se vende departamento en veronica anzures,4900000.0,93.0,2.0,3.0,19.4367352,-99.1760187,easyaviso,2025-05-09 13:25:53.299823,52688.17204301075
departamento en colonia san rafael,3600000.0,47.0,,,19.3824557,-99.1700168,easyaviso,2025-05-09 13:25:53.299823,76595.74468085106
departamento en venta en cuauhtemoc,5052570.0,72.99,2.0,2.0,19.434229,-99.1696626,easyaviso,2025-05-09 13:25:53.299823,69222.77024249898
hermoso departamento en venta colonia cuauhtemoc,6485000.0,96.06,2.0,2.0,19.4323378,-99.1673083,easyaviso,2025-05-09 13:25:53.299823,67509.88965230064
rio rhin departamento con terraza en venta,7475000.0,94.0,2.0,2.0,19.4310044,-99.1650972,easyaviso,2025-05-09 13:25:53.299823,79521.27659574468
departamento en  en rio depto 501 t1ph  a dos cuadras de reforma,10052533.76,121.09,2.0,2.0,19.4265911,-99.1738761,easyaviso,2025-05-09 13:25:53.299823,83017.04319101495
departamento en  en rio depto 303 t3  a dos cuadras de reforma,8751534.9,94.72,2.0,2.0,19.4265911,-99.1738761,easyaviso,2025-05-09 13:25:53.299823,92393.73838682433
fantastico depa en venta colonia cuauhtemoc.,9991800.0,182.82,2.0,2.0,19.431275,-99.1671372,easyaviso,2025-05-09 13:25:53.299823,54653.75779455202
departamento  torre calatrava,3790000.0,68.0,,2.0,19.4398744,-99.1663083,easyaviso,2025-05-09 13:25:53.299823,55735.294117647056
departamento en venta en veronica anzures,4600000.0,94.0,2.0,3.0,19.4381383,-99.1727949,easyaviso,2025-05-09 13:25:53.299823,48936.17021276596
suite amueblada en venta y renta en the ritz carlton mexico city,15398048.0,62.0,,,19.4240425,-99.1757592,easyaviso,2025-05-09 13:25:53.299823,248355.61290322582
departamento en venta con balcon  col. cuauhtemoc,6200000.0,79.0,2.0,2.0,19.4256265,-99.1735301,easyaviso,2025-05-09 13:25:53.299823,78481.01265822785
penthouse en venta en cuauhtemoc  residencias st regis,58376144.0,250.0,3.0,3.0,19.4256427,-99.172342,easyaviso,2025-05-09 13:25:53.299823,233504.576
increible loft en veronica anzures,3000000.0,38.0,,,19.4376516,-99.1724718,easyaviso,2025-05-09 13:25:53.299823,78947.36842105263
se vende departamento en el st. regis,72117440.0,271.0,4.0,3.0,19.4256427,-99.172342,easyaviso,2025-05-09 13:25:53.299823,266116.0147601476
inversion inteligente en rio lerma 265 cuauhtemoc,3590000.0,39.2,,,19.426616,-99.1733477,easyaviso,2025-05-09 13:25:53.299823,91581.63265306121
preventa departamento insurgentes san rafael,2593000.0,27.54,,,19.4356295,-99.1578531,easyaviso,2025-05-09 13:25:53.299823,94153.95787944808
preventa. departamento 302 en torre alhena. miguel hidalgo. cdmx,4636800.0,64.4,,,19.4362341,-99.173835,easyaviso,2025-05-09 13:25:53.299823,72000.0
preventa. departamento 204 en torre alhena. miguel hidalgo. cdmx,7276070.0,106.22,2.0,3.0,19.4362341,-99.173835,easyaviso,2025-05-09 13:25:53.299823,68500.0
preventa. departamento 207 en torre alhena. miguel hidalgo. cdmx,5699538.0,81.19,2.0,2.0,19.4362341,-99.173835,easyaviso,2025-05-09 13:25:53.299823,70200.0
preventa. departamento 208 en torre alhena. miguel hidalgo. cdmx,4675680.0,64.94,,,19.4362341,-99.173835,easyaviso,2025-05-09 13:25:53.299823,72000.0
preventa. departamento 206 en torre alhena. miguel hidalgo. cdmx,5725512.0,81.56,2.0,2.0,19.4362341,-99.173835,easyaviso,2025-05-09 13:25:53.299823,70200.0
preventa. departamento 205 en torre alhena. miguel hidalgo. cdmx,5738850.0,81.75,2.0,2.0,19.4362341,-99.173835,easyaviso,2025-05-09 13:25:53.299823,70200.0
preventa. departamento 203 en torre alhena. miguel hidalgo. cdmx,4394880.0,61.04,,,19.4362341,-99.173835,easyaviso,2025-05-09 13:25:53.299823,72000.0
preventa. departamento 201 en torre alhena. miguel hidalgo. cdmx,4744080.0,65.89,,,19.4362341,-99.173835,easyaviso,2025-05-09 13:25:53.299823,72000.0
preventa. departamento 1402 en torre alhena. miguel hidalgo. cdmx,4736800.0,64.4,,,19.4362341,-99.173835,easyaviso,2025-05-09 13:25:53.299823,73552.7950310559
preventa. departamento 1303 en torre alhena. miguel hidalgo. cdmx,4494880.0,61.04,,,19.4362341,-99.173835,easyaviso,2025-05-09 13:25:53.299823,73638.26998689384
preventa. departamento 1401 en torre alhena. miguel hidalgo. cdmx,4824080.0,65.89,,,19.4362341,-99.173835,easyaviso,2025-05-09 13:25:53.299823,73214.14478676583
preventa. departamento 1406 en torre alhena. miguel hidalgo. cdmx,5805512.0,81.56,2.0,2.0,19.4362341,-99.173835,easyaviso,2025-05-09 13:25:53.299823,71180.87297694948
preventa. departamento 1408 en torre alhena. miguel hidalgo. cdmx,4755680.0,64.94,,,19.4362341,-99.173835,easyaviso,2025-05-09 13:25:53.299823,73231.90637511549
preventa. departamento 1407 en torre alhena. miguel hidalgo. cdmx,5779538.0,81.19,2.0,2.0,19.4362341,-99.173835,easyaviso,2025-05-09 13:25:53.299823,71185.34302253972
preventa. departamento 1404 en torre alhena. miguel hidalgo. cdmx,7376070.0,106.22,2.0,3.0,19.4362341,-99.173835,easyaviso,2025-05-09 13:25:53.299823,69441.44228958765
preventa. departamento 1405 en torre alhena. miguel hidalgo. cdmx,5818850.0,81.75,2.0,2.0,19.4362341,-99.173835,easyaviso,2025-05-09 13:25:53.299823,71178.59327217126
preventa. departamento 2708 en torre alhena. miguel hidalgo. cdmx,5025680.0,64.94,,,19.4362341,-99.173835,easyaviso,2025-05-09 13:25:53.299823,77389.59039113027
preventa. departamento 2804 en torre alhena. miguel hidalgo. cdmx,7626070.0,106.22,2.0,3.0,19.4362341,-99.173835,easyaviso,2025-05-09 13:25:53.299823,71795.04801355676
preventa. departamento 2702 en torre alhena. miguel hidalgo. cdmx,4986800.0,64.4,,,19.4362341,-99.173835,easyaviso,2025-05-09 13:25:53.299823,77434.78260869565
preventa. departamento 2701 en torre alhena. miguel hidalgo. cdmx,5094080.0,65.89,,,19.4362341,-99.173835,easyaviso,2025-05-09 13:25:53.299823,77311.88344210047
preventa. departamento 2707 en torre alhena. miguel hidalgo. cdmx,6068850.0,81.19,2.0,2.0,19.4362341,-99.173835,easyaviso,2025-05-09 13:25:53.299823,74748.73752925238
preventa. departamento 2803 en torre alhena. miguel hidalgo. cdmx,4744880.0,61.04,,,19.4362341,-99.173835,easyaviso,2025-05-09 13:25:53.299823,77733.94495412844
departamento en la colonia cuauhtemoc,5375000.0,90.0,2.0,3.0,19.4301322,-99.1691413,easyaviso,2025-05-09 13:25:53.299823,59722.22222222222
departamento en venta colonia juarez cdmx,6800000.0,144.0,2.0,2.0,19.4298769,-99.1559411,easyaviso,2025-05-09 13:25:53.299823,47222.22222222222
entrega inmediata en anzures a 8 min de polanco,4100000.0,60.0,,,19.4376516,-99.1724718,easyaviso,2025-05-09 13:25:53.299823,68333.33333333333
hermoso departamento en colonia veronica anzures.,3138000.0,29.0,,,19.435516,-99.1749857,easyaviso,2025-05-09 13:25:53.299823,108206.89655172414
departamento para inversion en calz. manuel villalongin cuauhtemoc,3200000.0,66.76,,2.0,19.4345758,-99.170255,easyaviso,2025-05-09 13:25:53.299823,47932.893948472134
departamento en venta en san rafael 2 recamaras,2800000.0,55.0,,2.0,19.4407762,-99.1600762,easyaviso,2025-05-09 13:25:53.299823,50909.09090909091
departamento en venta en colonia cuauhtemoc,7077500.0,90.35,2.0,2.0,19.4334119,-99.1702157,easyaviso,2025-05-09 13:25:53.299823,78334.25567238517
increible preventa departamento rio lerma con rg privado,7450000.0,92.1,2.0,2.0,19.4262629,-99.1743598,easyaviso,2025-05-09 13:25:53.299823,80890.33659066232
departamento en venta en colonia cuauhtemoc,5937500.0,75.7,2.0,2.0,19.4334119,-99.1702157,easyaviso,2025-05-09 13:25:53.299823,78434.61030383091
increible preventa departamento rio lerma,6950000.0,107.9,2.0,2.0,19.4262629,-99.1743598,easyaviso,2025-05-09 13:25:53.299823,64411.49212233549
baja venta 2 rec. 100 m2 con balcones be grand alto polanco   torre 3 cbodega,7199000.0,100.0,2.0,2.0,19.4403658,-99.1821212,easyaviso,2025-05-09 13:25:53.299823,71990.0
compra departamento privada  monterrey col. roma. escrituracion gratis,5170000.0,62.0,,,19.4131264,-99.1628781,easyaviso,2025-05-09 13:25:53.299823,83387.09677419355
venta de departamento en col. anahuac miguel hidalgo,2750000.0,57.0,,2.0,19.4497998,-99.1905001,easyaviso,2025-05-09 13:25:53.299823,48245.61403508772
departamento en venta en anahuac miguel hidalgo,3350000.0,59.0,2.0,2.0,19.4425884,-99.1781599,easyaviso,2025-05-09 13:25:53.299823,56779.661016949154
departamentos recien terminados en rio rhin cuauhtemoc,6485000.0,89.0,2.0,2.0,19.4333378,-99.1663083,easyaviso,2025-05-09 13:25:53.299823,72865.16853932584
hermoso departamento en san rafael.,5422000.0,84.0,2.0,2.0,19.4399929,-99.1625993,easyaviso,2025-05-09 13:25:53.299823,64547.619047619046
hermoso departamento en san rafael.,4049000.0,87.0,,3.0,19.4358598,-99.1663461,easyaviso,2025-05-09 13:25:53.299823,46540.22988505747
departamento serapio rendon ii,4800000.0,67.4,,2.0,19.4373262,-99.1617888,easyaviso,2025-05-09 13:25:53.299823,71216.61721068248
rio rhin departamento ph con terraza,8900000.0,150.0,2.0,2.0,19.4313054169,-99.1648294257,easyaviso,2025-05-09 13:25:53.299823,59333.333333333336
departamento rio lerma ii,6500000.0,82.9,2.0,2.0,19.4301322,-99.1691413,easyaviso,2025-05-09 13:25:53.299823,78407.7201447527
departamento rio lerma,5750000.0,81.15,2.0,2.0,19.4301322,-99.1691413,easyaviso,2025-05-09 13:25:53.299823,70856.43869377695
departamento rio grijalva ii,6317500.0,75.7,2.0,2.0,19.4301322,-99.1691413,easyaviso,2025-05-09 13:25:53.299823,83454.42536327608
departamento rio grijalva,5842500.0,75.7,2.0,2.0,19.4301322,-99.1691413,easyaviso,2025-05-09 13:25:53.299823,77179.65653896962
departamento ph portika polanco terrazas,10000000.0,200.0,2.0,3.0,19.442461,-99.1838485,easyaviso,2025-05-09 13:25:53.299823,50000.0
departamento en venta cuauhtemoc cuauhtemoc cdmx,5500000.0,108.0,,2.0,19.4307209,-99.170468,easyaviso,2025-05-09 13:25:53.299823,50925.92592592593
departamento en venta en la colonia san rafael,3650000.0,47.0,,,19.4388062,-99.1634967,easyaviso,2025-05-09 13:25:53.299823,77659.5744680851
departamento en venta en marina nacional veronica anzures miguel hidalgo cdmx,4100000.0,60.0,,,19.4376516,-99.1724718,easyaviso,2025-05-09 13:25:53.299823,68333.33333333333
departamento en ventarenta en la colonia juarez,5500000.0,109.0,2.0,2.0,19.4313497,-99.1556299,easyaviso,2025-05-09 13:25:53.299823,50458.71559633027
departamento en venta anzures miguel hidalgo cdmx,11475000.0,132.0,2.0,2.0,19.433731,-99.1727553,easyaviso,2025-05-09 13:25:53.299823,86931.81818181818
departamento en venta anzures miguel hidalgo cdmx,10115000.0,115.0,2.0,2.0,19.433731,-99.1727553,easyaviso,2025-05-09 13:25:53.299823,87956.52173913043
departamento de venta anzures miguel hidalgo cdmx,10227000.0,115.0,2.0,2.0,19.433731,-99.1727553,easyaviso,2025-05-09 13:25:53.299823,88930.43478260869
departamento en venta anzures miguel hidalgo cdmx,15263500.0,130.0,2.0,3.0,19.433731,-99.1727553,easyaviso,2025-05-09 13:25:53.299823,117411.53846153847
departamento en venta anzures miguel hidalgo cdmx,15708500.0,117.0,2.0,2.0,19.433731,-99.1727553,easyaviso,2025-05-09 13:25:53.299823,134260.68376068375
rio rhin. departamento amueblado y decorado en venta,5975000.0,70.0,2.0,2.0,19.4310044,-99.1650972,easyaviso,2025-05-09 13:25:53.299823,85357.14285714286
departamento en venta en cuauhtemoc 2 recamaras,5770200.0,96.17,2.0,2.0,19.4347497,-99.1698908,easyaviso,2025-05-09 13:25:53.299823,60000.0
departamento en venta en colonia anahuac,4330000.0,55.0,,,19.4401566,-99.1829788,easyaviso,2025-05-09 13:25:53.299823,78727.27272727272
se vende departamento en the ritzcarlton mexico city,20465760.0,78.0,,,19.4237938,-99.1756269,easyaviso,2025-05-09 13:25:53.299823,262381.53846153844
departamento en venta en cuauhtemoc 2 recamaras,5795400.0,96.59,,2.0,19.4347497,-99.1698908,easyaviso,2025-05-09 13:25:53.299823,60000.0
venta departamento col san rafael,3790000.0,66.0,,2.0,19.4069088,-99.123362,easyaviso,2025-05-09 13:25:53.299823,57424.242424242424
carlos juan finlay 10,5750000.0,74.0,2.0,2.0,19.4316912,-99.1613396,easyaviso,2025-05-09 13:25:53.299823,77702.7027027027
departamento tipo townhouse aire reforma  rio nilo,12936000.0,175.0,3.0,3.0,19.4282761,-99.1716227,easyaviso,2025-05-09 13:25:53.299823,73920.0
departamentos aire reforma  rio nilo,7261512.0,92.0,2.0,2.0,19.4282761,-99.1716227,easyaviso,2025-05-09 13:25:53.299823,78929.47826086957
departamento en venta en cuauhtemoc 1 recamaras,3550800.0,59.18,,,19.4347497,-99.1698908,easyaviso,2025-05-09 13:25:53.299823,60000.0
departamento en venta en cuauhtemoc 2 recamaras,4734600.0,78.91,,2.0,19.4347497,-99.1698908,easyaviso,2025-05-09 13:25:53.299823,60000.0
departamento en venta en cuauhtemoc,6485000.0,96.0,2.0,2.0,19.4317498,-99.1652508,easyaviso,2025-05-09 13:25:53.299823,67552.08333333333
departamento en cuauhtemoc,9500000.0,220.0,3.0,3.0,19.4311644,-99.1637565,easyaviso,2025-05-09 13:25:53.299823,43181.818181818184
departamento en cuauhtemoc,5500000.0,100.0,2.0,2.0,19.4282664,-99.1689273,easyaviso,2025-05-09 13:25:53.299823,55000.0
departamento en venta san rafael cuauhtemoc. ciudad de mexico.,3790500.0,69.0,2.0,2.0,19.4394703,-99.1674069,easyaviso,2025-05-09 13:25:53.299823,54934.782608695656
condominio en venta en manuel villalongin cuauhtemoc 2 recamaras,4485000.0,74.75,,2.0,19.4347497,-99.1698908,easyaviso,2025-05-09 13:25:53.299823,60000.0
condominio en venta en manuel villalongin cuauhtemoc 2 recamaras,4522200.0,75.37,2.0,2.0,19.4347497,-99.1698908,easyaviso,2025-05-09 13:25:53.299823,60000.0
departamento nuevo col. cuauhtemoc.,8390000.0,163.5,2.0,3.0,19.4255513,-99.1751531,easyaviso,2025-05-09 13:25:53.299823,51314.98470948012
departamento nuevo col. cuauhtemoc.,6690000.0,116.0,,2.0,19.4255513,-99.1751531,easyaviso,2025-05-09 13:25:53.299823,57672.41379310345
departamento nuevo col. cuauhtemoc.,4940000.0,86.5,,2.0,19.4255513,-99.1751531,easyaviso,2025-05-09 13:25:53.299823,57109.826589595374
venta departamento en col cuauhtemoc,7200000.0,160.0,2.0,2.0,19.4298684,-99.167721,easyaviso,2025-05-09 13:25:53.299823,45000.0
preventa abril 2025 jose rosas moreno san rafael cuauhtemoc,2599927.0,36.0,,,19.4371305,-99.1620879,easyaviso,2025-05-09 13:25:53.299823,72220.19444444444
vende departamento 144m2,4500000.0,144.0,2.0,3.0,19.432648,-99.1713434,easyaviso,2025-05-09 13:25:53.299823,31250.0
departamento en  en rio depto 401 t1  a dos cuadras de reforma,7014460.65,78.45,2.0,2.0,19.4265911,-99.1738761,easyaviso,2025-05-09 13:25:53.299823,89413.13766730402
departamento en  en rio depto 402 t2  a dos cuadras de reforma,6853731.36,75.12,2.0,2.0,19.4265911,-99.1738761,easyaviso,2025-05-09 13:25:53.299823,91237.1054313099
departamento en  en rio depto 502 t2ph  a dos cuadras de reforma,9715598.13,113.44,2.0,2.0,19.4265911,-99.1738761,easyaviso,2025-05-09 13:25:53.299823,85645.25855077575
venta de depas en cuauhtemoc,9991800.0,100.74,2.0,2.0,19.4302751,-99.1695033,easyaviso,2025-05-09 13:25:53.299823,99184.03811792734
departamento 1r03. veronica anzures. 1 recamara,4394880.0,61.04,,,19.4353234,-99.1711742,easyaviso,2025-05-09 13:25:53.299823,72000.0
departamentos nuevos en san rafael,3211610.63,60.67,2.0,2.0,19.4381826,-99.1626277,easyaviso,2025-05-09 13:25:53.299823,52935.72820174715
venta departamento cuauhtemoc rio guadalquivir.,6647999.0,89.0,2.0,2.0,19.4292751,-99.1705033,easyaviso,2025-05-09 13:25:53.299823,74696.61797752809
